frame_idx,camera_id,t_arrival,t_inference_start,t_inference_end,gpu_mem_before_mb,gpu_mem_after_mb,num_persons,avg_confidence,wrist_keypoints
4932,GF-31-CAM-16,34726.448494992,34726.449920403,34726.531971356,38.33349609375,38.3330078125,0,,0
4948,GF-31-CAM-16,34730.728100988,34730.729908562,34730.784462514,38.33349609375,38.3330078125,0,,0
5266,GF-31-CAM-16,34805.184135015,34805.186284131,34805.275882467,38.33349609375,38.3330078125,0,,0
5378,GF-31-CAM-16,34830.430186571,34830.431546933,34830.489521695,38.33349609375,38.3330078125,0,,0
7279,GF-31-CAM-16,35215.470451315,35215.472894191,35215.534103614,38.33349609375,38.3330078125,0,,0
7483,GF-31-CAM-16,35254.598668023,35254.599479554,35254.665287076,38.33349609375,38.3330078125,0,,0
7485,GF-31-CAM-16,35254.9712137,35254.973190797,35255.032716491,38.3330078125,38.3330078125,0,,0
7523,GF-31-CAM-16,35262.151072572,35262.152308085,35262.213745699,38.33349609375,38.3330078125,0,,0
7525,GF-31-CAM-16,35262.521346728,35262.52254821,35262.586153052,38.3330078125,38.3330078125,0,,0
7527,GF-31-CAM-16,35262.918027039,35262.920606665,35262.969046492,38.3330078125,38.3330078125,0,,0
7529,GF-31-CAM-16,35263.256363231,35263.258518399,35263.307441158,38.3330078125,38.3330078125,0,,0
7531,GF-31-CAM-16,35263.582127808,35263.582962708,35263.644681703,38.3330078125,38.3330078125,0,,0
7533,GF-31-CAM-16,35263.972104555,35263.973334539,35264.031151426,38.3330078125,38.3330078125,0,,0
7535,GF-31-CAM-16,35264.316852855,35264.319119599,35264.377817916,38.3330078125,38.3330078125,0,,0
7537,GF-31-CAM-16,35264.707595785,35264.708335772,35264.756707431,38.3330078125,38.3330078125,0,,0
7539,GF-31-CAM-16,35265.041173899,35265.042469122,35265.099678334,38.3330078125,38.3330078125,0,,0
7541,GF-31-CAM-16,35265.331454094,35265.332549178,35265.392048075,38.3330078125,38.3330078125,0,,0
7543,GF-31-CAM-16,35265.673619935,35265.674496481,35265.718262221,38.3330078125,38.3330078125,0,,0
7545,GF-31-CAM-16,35266.048432488,35266.04929535,35266.104795403,38.3330078125,38.3330078125,0,,0
7547,GF-31-CAM-16,35266.352979061,35266.353759932,35266.404913798,38.3330078125,38.3330078125,0,,0
7549,GF-31-CAM-16,35266.66692989,35266.667681873,35266.725206073,38.3330078125,38.3330078125,0,,0
7551,GF-31-CAM-16,35267.052933859,35267.053809196,35267.089657108,38.3330078125,38.3330078125,0,,0
7555,GF-31-CAM-16,35267.772066181,35267.774584744,35267.825268705,38.33349609375,38.3330078125,0,,0
7559,GF-31-CAM-16,35268.409530833,35268.411835095,35268.457519902,38.33349609375,38.3330078125,0,,0
7569,GF-31-CAM-16,35270.072544481,35270.075066986,35270.114023207,38.33349609375,38.3330078125,0,,0
9247,GF-31-CAM-16,35586.117618122,35586.118823094,35586.166162025,38.33349609375,38.3330078125,0,,0
9249,GF-31-CAM-16,35586.45988786,35586.463013874,35586.520958489,38.3330078125,38.3330078125,0,,0
9251,GF-31-CAM-16,35586.822629849,35586.823944507,35586.872739113,38.3330078125,38.3330078125,0,,0
9255,GF-31-CAM-16,35587.62220197,35587.623511833,35587.693954263,38.33349609375,38.3330078125,0,,0
9257,GF-31-CAM-16,35587.96425748,35587.965198621,35588.03162917,38.3330078125,38.3330078125,0,,0
9259,GF-31-CAM-16,35588.330647092,35588.332104105,35588.380991198,38.3330078125,38.3330078125,0,,0
9261,GF-31-CAM-16,35588.676120518,35588.676741656,35588.753822512,38.3330078125,38.3330078125,0,,0
9263,GF-31-CAM-16,35589.037167908,35589.038272346,35589.08683736,38.3330078125,38.3330078125,0,,0
9265,GF-31-CAM-16,35589.416641292,35589.417444876,35589.466606242,38.3330078125,38.3330078125,0,,0
9267,GF-31-CAM-16,35589.880611551,35589.881328933,35589.92686065,38.3330078125,38.3330078125,0,,0
9269,GF-31-CAM-16,35590.223801609,35590.227272844,35590.277995415,38.3330078125,38.3330078125,0,,0
9271,GF-31-CAM-16,35590.560536918,35590.562745912,35590.616212153,38.3330078125,38.3330078125,0,,0
9273,GF-31-CAM-16,35590.859771256,35590.861175602,35590.917210049,38.3330078125,38.3330078125,0,,0
9275,GF-31-CAM-16,35591.211382133,35591.212509503,35591.273843954,38.3330078125,38.3330078125,0,,0
9277,GF-31-CAM-16,35591.55629098,35591.557430222,35591.610916946,38.3330078125,38.3330078125,0,,0
9279,GF-31-CAM-16,35591.912904175,35591.913855185,35591.9872014,38.3330078125,38.3330078125,0,,0
9281,GF-31-CAM-16,35592.347192006,35592.348245421,35592.396715355,38.3330078125,38.3330078125,0,,0
9283,GF-31-CAM-16,35592.653332725,35592.654842169,35592.698666294,38.3330078125,38.3330078125,0,,0
