frame_idx,camera_id,t_arrival,t_inference_start,t_inference_end,gpu_mem_before_mb,gpu_mem_after_mb,num_persons,avg_confidence,wrist_keypoints
341,GF-16-CAM-18,33564.898813935,33564.900288613,33564.973773046,38.33349609375,38.3330078125,0,,0
345,GF-16-CAM-18,33565.46295538,33565.463620244,33565.516577687,38.33349609375,38.3330078125,0,,0
347,GF-16-CAM-18,33565.725065804,33565.725708461,33565.774899709,38.3330078125,38.3330078125,0,,0
349,GF-16-CAM-18,33565.934962698,33565.935691884,33565.960742349,38.3330078125,38.3330078125,0,,0
351,GF-16-CAM-18,33566.220737679,33566.221527699,33566.26251248,38.3330078125,38.3330078125,0,,0
353,GF-16-CAM-18,33566.49986107,33566.500556683,33566.54940671,38.3330078125,38.3330078125,0,,0
359,GF-16-CAM-18,33567.203353762,33567.204028835,33567.23957652,38.33349609375,38.3330078125,0,,0
361,GF-16-CAM-18,33567.409240427,33567.410549887,33567.480979361,38.3330078125,38.3330078125,0,,0
373,GF-16-CAM-18,33568.994859501,33568.99699459,33569.04227366,38.33349609375,38.3330078125,0,,0
375,GF-16-CAM-18,33569.391236945,33569.393552687,33569.440732775,38.3330078125,38.3330078125,0,,0
377,GF-16-CAM-18,33569.620270306,33569.622154,33569.701220321,38.3330078125,38.3330078125,0,,0
379,GF-16-CAM-18,33569.86937784,33569.870247691,33569.925367774,38.3330078125,38.3330078125,0,,0
381,GF-16-CAM-18,33570.204842351,33570.205542908,33570.277533749,38.3330078125,38.3330078125,0,,0
383,GF-16-CAM-18,33570.576709326,33570.577658205,33570.621220362,38.3330078125,38.3330078125,0,,0
385,GF-16-CAM-18,33570.854695546,33570.85586725,33570.921933355,38.3330078125,38.3330078125,0,,0
387,GF-16-CAM-18,33571.17319713,33571.174386253,33571.266457114,38.3330078125,38.3330078125,0,,0
389,GF-16-CAM-18,33571.411272801,33571.411940369,33571.446112487,38.3330078125,38.3330078125,0,,0
391,GF-16-CAM-18,33571.669217357,33571.670347156,33571.709843547,38.3330078125,38.3330078125,0,,0
393,GF-16-CAM-18,33571.904583206,33571.905234217,33571.934278686,38.3330078125,38.3330078125,0,,0
395,GF-16-CAM-18,33572.192512522,33572.19315684,33572.247347354,38.3330078125,38.3330078125,0,,0
397,GF-16-CAM-18,33572.412336047,33572.416478804,33572.473418755,38.3330078125,38.3330078125,0,,0
399,GF-16-CAM-18,33572.833291519,33572.833928305,33572.885994581,38.3330078125,38.3330078125,0,,0
401,GF-16-CAM-18,33573.102464913,33573.104092367,33573.167444898,38.3330078125,38.3330078125,0,,0
403,GF-16-CAM-18,33573.313396747,33573.314675527,33573.355451542,38.3330078125,38.3330078125,0,,0
405,GF-16-CAM-18,33573.638221378,33573.639944045,33573.695339639,38.3330078125,38.3330078125,0,,0
407,GF-16-CAM-18,33573.903457393,33573.904302797,33573.963199008,38.3330078125,38.3330078125,0,,0
409,GF-16-CAM-18,33574.169872653,33574.171941461,33574.233844604,38.3330078125,38.3330078125,0,,0
411,GF-16-CAM-18,33574.491926871,33574.493038529,33574.53366684,38.3330078125,38.3330078125,0,,0
413,GF-16-CAM-18,33574.699423215,33574.700309603,33574.788576005,38.3330078125,38.3330078125,0,,0
415,GF-16-CAM-18,33575.012505162,33575.01327194,33575.079626651,38.3330078125,38.3330078125,0,,0
417,GF-16-CAM-18,33575.301455748,33575.302130037,33575.36125807,38.3330078125,38.3330078125,0,,0
419,GF-16-CAM-18,33575.524365977,33575.528382449,33575.58271375,38.3330078125,38.3330078125,0,,0
421,GF-16-CAM-18,33575.782568829,33575.78336552,33575.828937422,38.3330078125,38.3330078125,0,,0
423,GF-16-CAM-18,33576.029415137,33576.03005269,33576.085247668,38.3330078125,38.3330078125,0,,0
425,GF-16-CAM-18,33576.282546477,33576.283591016,33576.341550847,38.3330078125,38.3330078125,0,,0
427,GF-16-CAM-18,33576.560249887,33576.562181491,33576.640480117,38.3330078125,38.3330078125,0,,0
429,GF-16-CAM-18,33576.832786191,33576.833419274,33576.862633476,38.3330078125,38.3330078125,0,,0
431,GF-16-CAM-18,33577.138541849,33577.140219236,33577.173386183,38.3330078125,38.3330078125,0,,0
433,GF-16-CAM-18,33577.386970635,33577.387611839,33577.449419435,38.3330078125,38.3330078125,0,,0
435,GF-16-CAM-18,33577.645605563,33577.648815941,33577.6874352,38.3330078125,38.3330078125,0,,0
437,GF-16-CAM-18,33577.860211127,33577.861130395,33577.909398699,38.3330078125,38.3330078125,0,,0
439,GF-16-CAM-18,33578.037077356,33578.039198936,33578.073460866,38.3330078125,38.3330078125,0,,0
441,GF-16-CAM-18,33578.299946345,33578.30066419,33578.359955231,38.3330078125,38.3330078125,0,,0
443,GF-16-CAM-18,33578.585971724,33578.586628616,33578.6563934,38.3330078125,38.3330078125,0,,0
445,GF-16-CAM-18,33578.914028622,33578.914824062,33578.953685586,38.3330078125,38.3330078125,0,,0
447,GF-16-CAM-18,33579.142593427,33579.143974443,33579.227881525,38.3330078125,38.3330078125,0,,0
449,GF-16-CAM-18,33579.411044932,33579.411747304,33579.459984352,38.3330078125,38.3330078125,0,,0
451,GF-16-CAM-18,33579.696504441,33579.697893692,33579.758267467,38.3330078125,38.3330078125,0,,0
453,GF-16-CAM-18,33579.953420343,33579.954649663,33580.008087858,38.3330078125,38.3330078125,0,,0
455,GF-16-CAM-18,33580.205209546,33580.207167925,33580.277590188,38.3330078125,38.3330078125,0,,0
457,GF-16-CAM-18,33580.52016521,33580.520811664,33580.559363206,38.3330078125,38.3330078125,0,,0
