frame_idx,camera_id,t_arrival,t_inference_start,t_inference_end,gpu_mem_before_mb,gpu_mem_after_mb,num_persons,avg_confidence,wrist_keypoints
6381,GF-22-CAM-15,35681.265580531,35681.266574174,35681.320766159,38.333984375,38.3330078125,0,,0
8089,GF-22-CAM-15,36017.870758708,36017.873548765,36017.936169798,38.333984375,38.3330078125,0,,0
8103,GF-22-CAM-15,36020.383411601,36020.384687114,36020.428834154,38.33349609375,38.3330078125,0,,0
8105,GF-22-CAM-15,36020.741874021,36020.74247501,36020.800304058,38.3330078125,38.3330078125,0,,0
8115,GF-22-CAM-15,36022.546689571,36022.547780209,36022.603288028,38.33349609375,38.3330078125,0,,0
8123,GF-22-CAM-15,36024.080388374,36024.081450991,36024.12877804,38.33349609375,38.3330078125,0,,0
8129,GF-22-CAM-15,36025.258833683,36025.260446875,36025.327695513,38.33349609375,38.3330078125,0,,0
8131,GF-22-CAM-15,36025.670888398,36025.673970716,36025.725252119,38.3330078125,38.3330078125,0,,0
8133,GF-22-CAM-15,36026.104199583,36026.104844307,36026.163189307,38.3330078125,38.3330078125,0,,0
8137,GF-22-CAM-15,36026.780104357,36026.781046183,36026.837130033,38.33349609375,38.3330078125,0,,0
8157,GF-22-CAM-15,36030.326252821,36030.328693055,36030.3837087,38.33349609375,38.3330078125,0,,0
8159,GF-22-CAM-15,36030.71478944,36030.715642884,36030.778930722,38.3330078125,38.3330078125,0,,0
8161,GF-22-CAM-15,36031.052212438,36031.053266338,36031.092077095,38.3330078125,38.3330078125,0,,0
8243,GF-22-CAM-15,36046.049880702,36046.050692929,36046.091234408,38.33349609375,38.3330078125,0,,0
8245,GF-22-CAM-15,36046.290946692,36046.291507251,36046.354603378,38.3330078125,38.3330078125,0,,0
