frame_idx,ssim,curr_mean,mean_diff,visible_ratio,is_open,candidate,stable
242,0.9026776927963597,52.947878787878786,14.34969696969697,1.0,False,False,False
243,0.9026740945065029,52.946666666666665,14.350909090909092,1.0,False,False,False
244,0.9026636532865693,52.915757575757574,14.362424242424243,1.0,False,False,False
245,0.9028376359447664,52.972727272727276,14.31030303030303,1.0,False,False,False
246,0.9025462466343848,52.9769696969697,14.306060606060607,1.0,False,False,False
247,0.9030993176944918,53.06484848484848,14.255757575757576,1.0,False,False,False
248,0.9023736905784988,53.016363636363636,14.267878787878788,1.0,False,False,False
249,0.9025380551894236,53.07575757575758,14.216969696969697,1.0,False,False,False
250,0.8899314936601932,53.267272727272726,13.966060606060607,1.0,False,False,False
251,0.8929268268335977,53.21151515151515,14.002424242424242,1.0,False,False,False
252,0.8947929307424005,53.18060606060606,14.040606060606061,1.0,False,False,False
253,0.8988204558765953,53.301212121212124,13.911515151515152,1.0,False,False,False
254,0.8953172424829889,53.17575757575757,14.041818181818181,1.0,False,False,False
255,0.8978210072107154,53.36666666666667,13.847272727272728,1.0,False,False,False
256,0.8976634131416454,53.36181818181818,13.853333333333333,1.0,False,False,False
257,0.8990043291820579,53.25939393939394,13.93878787878788,1.0,False,False,False
258,0.8990349429936912,53.266060606060606,13.926060606060606,1.0,False,False,False
259,0.8993449783893689,53.371515151515155,13.818181818181818,1.0,False,False,False
260,0.8995871788323567,53.39636363636364,13.816363636363636,1.0,False,False,False
261,0.9006086495322383,53.52969696969697,13.736363636363636,1.0,False,False,False
262,0.9001048036984203,53.39333333333333,13.84969696969697,1.0,False,False,False
263,0.9009510594363479,53.49393939393939,13.74060606060606,1.0,False,False,False
264,0.9006162853825203,53.50606060606061,13.728484848484849,1.0,False,False,False
265,0.9008945337827812,53.556969696969695,13.687272727272727,1.0,False,False,False
266,0.9008044996802071,53.54787878787879,13.684242424242424,1.0,False,False,False
267,0.9002672068756945,53.62060606060606,13.63090909090909,1.0,False,False,False
268,0.9002323032306072,53.661212121212124,13.613333333333333,1.0,False,False,False
269,0.9014035665142991,53.693333333333335,13.58969696969697,1.0,False,False,False
270,0.9006789018107786,53.64484848484849,13.604242424242424,1.0,False,False,False
271,0.9006947413809252,53.7169696969697,13.56121212121212,1.0,False,False,False
272,0.9000728644267887,53.67575757575757,13.573333333333334,1.0,False,False,False
273,0.9004795650834577,53.64969696969697,13.60909090909091,1.0,False,False,False
274,0.8998144100735389,53.735757575757575,13.536363636363637,1.0,False,False,False
275,0.8998608800098145,53.69030303030303,13.575757575757576,1.0,False,False,False
276,0.9005503373740267,53.57636363636364,13.667878787878788,1.0,False,False,False
277,0.9004430371307663,53.57454545454546,13.66969696969697,1.0,False,False,False
278,0.9001369005960005,53.587272727272726,13.65939393939394,1.0,False,False,False
279,0.900228086779283,53.54181818181818,13.686666666666667,1.0,False,False,False
280,0.9006539933544747,53.57151515151515,13.683636363636364,1.0,False,False,False
281,0.9011692909014826,53.447878787878786,13.789090909090909,1.0,False,False,False
282,0.9004666828506963,53.54121212121212,13.692121212121211,1.0,False,False,False
283,0.9011388969699897,53.46060606060606,13.756969696969698,1.0,False,False,False
284,0.9011181895508582,53.484242424242424,13.744242424242424,1.0,False,False,False
285,0.9013035288109665,53.527272727272724,13.702424242424243,1.0,False,False,False
286,0.9008024297900674,53.4969696969697,13.733939393939394,1.0,False,False,False
287,0.9010722613175174,53.56666666666667,13.67878787878788,1.0,False,False,False
288,0.9011950931437395,53.52909090909091,13.715151515151515,1.0,False,False,False
289,0.9011756811512683,53.514545454545456,13.726060606060607,1.0,False,False,False
290,0.901923007819358,53.49757575757576,13.72969696969697,1.0,False,False,False
291,0.901804818959493,53.557575757575755,13.670909090909092,1.0,False,False,False
292,0.9011904549172236,53.512727272727275,13.709696969696969,1.0,False,False,False
293,0.9011197736951739,53.49939393939394,13.737575757575758,1.0,False,False,False
294,0.9013240445927297,53.49393939393939,13.75030303030303,1.0,False,False,False
295,0.9017362160272601,53.36666666666667,13.864242424242423,1.0,False,False,False
296,0.9017377898181572,53.36666666666667,13.864242424242423,1.0,False,False,False
297,0.901443227906525,53.341818181818184,13.889090909090909,1.0,False,False,False
298,0.9023701196819369,53.38787878787879,13.84060606060606,1.0,False,False,False
299,0.9024722717032337,53.35757575757576,13.870909090909091,1.0,False,False,False
300,0.89346480765858,52.92727272727273,14.366666666666667,1.0,False,False,False
301,0.8957167777123183,52.982424242424244,14.295757575757575,1.0,False,False,False
302,0.8960119595824351,52.93333333333333,14.332727272727272,1.0,False,False,False
303,0.8989589354226103,53.051515151515154,14.19878787878788,1.0,False,False,False
304,0.8986677625596543,52.96181818181818,14.298181818181819,1.0,False,False,False
305,0.9005205847271373,52.98909090909091,14.26,1.0,False,False,False
306,0.9010629387572262,53.019393939393936,14.21030303030303,1.0,False,False,False
307,0.901643408366952,53.155151515151516,14.085454545454546,1.0,False,False,False
308,0.9003936695030225,52.89636363636364,14.364848484848485,1.0,False,False,False
309,0.9001492858564011,52.93333333333333,14.326666666666666,1.0,False,False,False
310,0.8993336025331722,52.876969696969695,14.375757575757575,1.0,False,False,False
311,0.8997479661235671,53.053939393939395,14.246060606060606,1.0,False,False,False
312,0.9005074122676514,52.91878787878788,14.333939393939394,1.0,False,False,False
313,0.9016580063368883,53.01030303030303,14.25939393939394,1.0,False,False,False
314,0.9021751817603358,52.88424242424242,14.34909090909091,1.0,False,False,False
315,0.9024187035513118,52.88909090909091,14.36969696969697,1.0,False,False,False
316,0.9014992225230886,52.93818181818182,14.307272727272727,1.0,False,False,False
317,0.9018939119161846,52.99090909090909,14.287272727272727,1.0,False,False,False
318,0.9019472508127566,53.052727272727275,14.233939393939394,1.0,False,False,False
319,0.9029090187716161,53.052727272727275,14.229090909090909,1.0,False,False,False
320,0.9010107285202582,53.025454545454544,14.252727272727272,1.0,False,False,False
321,0.9010922118128235,53.02,14.26909090909091,1.0,False,False,False
322,0.9013686194773357,53.089696969696966,14.204242424242425,1.0,False,False,False
323,0.901191741905498,53.07757575757576,14.217575757575757,1.0,False,False,False
324,0.9007421521707223,53.088484848484846,14.213939393939395,1.0,False,False,False
325,0.9016526609874888,53.095151515151514,14.192727272727273,1.0,False,False,False
326,0.9016476347659826,53.095151515151514,14.18909090909091,1.0,False,False,False
327,0.901477336436305,52.92121212121212,14.350909090909092,1.0,False,False,False
328,0.9007286202909877,52.96060606060606,14.322424242424242,1.0,False,False,False
329,0.9016999459142363,53.11454545454546,14.16,1.0,False,False,False
330,0.9016379134096068,52.98848484848485,14.276363636363635,1.0,False,False,False
331,0.900952769721148,53.06363636363636,14.207272727272727,1.0,False,False,False
332,0.9010729785772299,53.03030303030303,14.251515151515152,1.0,False,False,False
333,0.9005749876358051,52.95636363636363,14.316969696969696,1.0,False,False,False
334,0.9016214119096125,52.972727272727276,14.294545454545455,1.0,False,False,False
335,0.9018122369891818,53.00545454545455,14.265454545454546,1.0,False,False,False
336,0.9009730649812552,53.014545454545456,14.272121212121212,1.0,False,False,False
337,0.9009730649812552,53.014545454545456,14.272121212121212,1.0,False,False,False
338,0.9013016588925831,52.95090909090909,14.32121212121212,1.0,False,False,False
339,0.9010794867158599,52.95636363636363,14.307272727272727,1.0,False,False,False
340,0.9010606694738329,53.00787878787879,14.264242424242424,1.0,False,False,False
341,0.9009622923504028,53.053939393939395,14.221818181818183,1.0,False,False,False
342,0.9012625533416028,52.99272727272727,14.272121212121212,1.0,False,False,False
343,0.9018297809610207,53.00121212121212,14.25030303030303,1.0,False,False,False
344,0.9015333970099775,53.06181818181818,14.211515151515151,1.0,False,False,False
345,0.9017693006954443,53.084242424242426,14.195151515151515,1.0,False,False,False
346,0.9015789877756816,53.07636363636364,14.192121212121211,1.0,False,False,False
347,0.9014939056912943,53.02424242424242,14.235757575757576,1.0,False,False,False
348,0.9015427613946236,53.02424242424242,14.246666666666666,1.0,False,False,False
349,0.9013903820901413,52.95575757575757,14.301818181818183,1.0,False,False,False
350,0.8943382131644838,52.77212121212121,14.39090909090909,1.0,False,False,False
351,0.8968494121071423,52.982424242424244,14.210909090909091,1.0,False,False,False
352,0.8992234461832633,52.762424242424245,14.388484848484849,1.0,False,False,False
353,0.9006915891404472,52.65212121212121,14.468484848484849,1.0,False,False,False
354,0.898919526004874,52.695757575757575,14.433333333333334,1.0,False,False,False
355,0.9018330753297138,52.82727272727273,14.30060606060606,1.0,False,False,False
356,0.9018460257844693,52.71818181818182,14.392727272727273,1.0,False,False,False
357,0.9029868570843982,52.68666666666667,14.423030303030304,1.0,False,False,False
358,0.9021018121879399,52.88181818181818,14.24969696969697,1.0,False,False,False
359,0.9029274632303955,52.875757575757575,14.252121212121212,1.0,False,False,False
360,0.9022326481130256,52.835757575757576,14.295757575757575,1.0,False,False,False
361,0.9025480746106648,52.96181818181818,14.213333333333333,1.0,False,False,False
362,0.9034254946046216,52.86606060606061,14.246060606060606,1.0,False,False,False
363,0.9032798795435274,52.99878787878788,14.142424242424243,1.0,False,False,False
364,0.901748879233305,52.89939393939394,14.252727272727272,1.0,False,False,False
365,0.9013462305770692,52.99818181818182,14.174545454545454,1.0,False,False,False
366,0.903558751637888,52.96424242424242,14.173333333333334,1.0,False,False,False
367,0.9035936364002608,52.981818181818184,14.146060606060606,1.0,False,False,False
368,0.903404987928568,53.00848484848485,14.146060606060606,1.0,False,False,False
369,0.9035243812432021,53.06848484848485,14.098181818181818,1.0,False,False,False
370,0.9035761096829805,52.93212121212121,14.18969696969697,1.0,False,False,False
371,0.9027701342211831,52.871515151515155,14.25030303030303,1.0,False,False,False
372,0.9025821853984735,52.95212121212121,14.183030303030304,1.0,False,False,False
373,0.9017753866709457,52.835757575757576,14.283636363636363,1.0,False,False,False
374,0.9035817115853069,53.050909090909094,14.101212121212122,1.0,False,False,False
375,0.9031049937790012,53.056969696969695,14.120606060606061,1.0,False,False,False
376,0.9036761114732286,53.03393939393939,14.114545454545455,1.0,False,False,False
377,0.9036602659805847,52.88909090909091,14.246060606060606,1.0,False,False,False
